iter	Logloss
121	0.3314161273
122	0.3307236338
123	0.3307235641
124	0.3305424997
125	0.3298837959
126	0.3293963631
127	0.3289648585
128	0.3289648536
129	0.3275704706
130	0.3273463782
131	0.3265871922
132	0.3263715561
133	0.3250809236
134	0.3245902652
135	0.324193159
136	0.3241931497
137	0.3241510856
138	0.3227254323
139	0.3221947612
140	0.321915402
141	0.3215509809
142	0.3206695873
143	0.3201599588
144	0.3199926358
145	0.3198907592
146	0.3196313225
147	0.3196312843
148	0.3195569524
149	0.3191646761
150	0.3191352504
151	0.3182979866
152	0.3181928938
153	0.3180324689
154	0.3175377382
155	0.3168568664
156	0.3158576909
157	0.3155834634
158	0.3153317129
159	0.3145198465
160	0.3143769437
161	0.314230795
162	0.3141574424
163	0.3138558871
164	0.3136528601
165	0.312969863
166	0.3118621175
167	0.3113716954
168	0.3112583272
169	0.3110895331
170	0.3100500492
171	0.3087535148
172	0.3083814641
173	0.30680262
174	0.306411086
175	0.3053379828
176	0.3052673045
177	0.3042497838
178	0.3041634391
179	0.304031881
180	0.3036588119
181	0.3033135835
182	0.3031930591
183	0.3022893911
184	0.3021947112
185	0.3020676886
186	0.300818746
187	0.300640176
188	0.2993629493
189	0.2988219521
190	0.2986620112
191	0.2983648969
192	0.298215574
193	0.2974247272
194	0.2970519744
195	0.2963710432
196	0.2957718828
197	0.2954366835
198	0.2953686119
199	0.2943971127
200	0.2937045708
201	0.2930352396
202	0.291713383
203	0.2909160344
204	0.2908177104
205	0.2906655256
206	0.2896590733
207	0.2888433255
208	0.2885118522
209	0.2878462966
210	0.2877902378
211	0.2875131506
212	0.2870538334
213	0.2864335826
214	0.2857237531
215	0.2854001633
216	0.2843875627
217	0.2839776755
218	0.2827231175
219	0.2823314857
220	0.2820547953
221	0.2811701521
222	0.2807621417
223	0.2806766269
224	0.2803314532
225	0.2798028296
226	0.2796359849
227	0.2787252647
228	0.2786294619
229	0.2785690855
230	0.278296796
231	0.2772651688
232	0.2768213597
233	0.2764260963
234	0.2756340199
235	0.2755907908
236	0.275546814
237	0.2748417568
238	0.2743863468
239	0.273997881
240	0.2728929872
241	0.2722057802
242	0.2713981814
243	0.2707517111
244	0.269591155
245	0.2695133453
246	0.2690659578
247	0.2688202006
248	0.2688017006
249	0.2680997146
250	0.2676692495
251	0.2675860458
252	0.2668253643
253	0.2663843762
254	0.2661559814
255	0.2660851679
256	0.2650437137
257	0.2645990202
258	0.2644987627
259	0.2641802065
260	0.2637328693
261	0.2631665391
262	0.2626002948
263	0.2620654458
264	0.2605156604
265	0.2599201735
266	0.259285305
267	0.2586633179
268	0.2584091462
269	0.2580024159
270	0.2571348834
271	0.2570715292
272	0.2562507782
273	0.2554675547
274	0.2548836265
275	0.2546031693
276	0.2544428722
277	0.2543769816
278	0.2537277931
279	0.2535012175
280	0.2533796782
281	0.2527535381
282	0.25260167
283	0.252490631
284	0.2518139396
285	0.2511137304
286	0.2506477014
287	0.2496776289
288	0.2492351185
289	0.2490280092
290	0.2483213648
291	0.2480060282
292	0.2474086197
293	0.2473109688
294	0.2467063464
295	0.2462625244
296	0.2462342091
297	0.2461868114
298	0.2455195822
299	0.2447352983
300	0.2444889403
301	0.2439164244
302	0.2434636105
303	0.2432981246
304	0.2426210745
305	0.2421979582
306	0.2421459239
307	0.2418963444
308	0.2418338452
309	0.2413127501
310	0.2407653785
311	0.2403982532
312	0.240016578
313	0.2398306968
314	0.2388443208
315	0.2385456241
316	0.2382417564
317	0.23799857
318	0.2379121327
319	0.2378888256
320	0.2371583655
321	0.2366829935
322	0.2365626774
323	0.2361267449
324	0.235841837
325	0.2351383201
326	0.2344799994
327	0.2342925539
328	0.2338874823
329	0.2330051381
330	0.2321810984
331	0.2314539185
332	0.2312290084
333	0.2304117995
334	0.2301915613
335	0.2300564868
336	0.2297684381
337	0.2293251761
338	0.2290489104
339	0.2289861364
340	0.2285154951
341	0.2276856228
342	0.2274577162
343	0.2271632442
344	0.2271333988
345	0.2267120808
346	0.2266465932
347	0.2264764899
348	0.2258590195
349	0.2255275092
350	0.225438959
351	0.2254008608
352	0.2253106298
353	0.2252067093
354	0.2246445231
355	0.2244341001
356	0.2243818048
357	0.224168015
358	0.2238108573
359	0.2234853757
360	0.2226945766
361	0.2223900002
362	0.2223036334
363	0.2215902439
364	0.2210222765
365	0.2206848052
366	0.2206738232
367	0.2199357818
368	0.2191039038
369	0.2187236398
370	0.2180737168
371	0.2180107392
372	0.2175166541
373	0.2173093108
374	0.2168284252
375	0.2164459978
376	0.2158867711
377	0.21551893
378	0.215172181
379	0.2149926312
380	0.2149738486
381	0.2147905923
382	0.2141618817
383	0.2136227127
384	0.2133814694
385	0.2127875574
386	0.2127701107
387	0.2127433784
388	0.21242367
389	0.2122702155
390	0.2120872827
391	0.2119837794
392	0.2117134337
393	0.2116762608
394	0.2113552731
395	0.2112897764
396	0.2112661504
397	0.2112487301
398	0.2109894043
399	0.2108877479
400	0.210796899
401	0.2107747917
402	0.2103109413
403	0.2100880921
404	0.2090582508
405	0.2090082956
406	0.2089181169
407	0.2087072125
408	0.208263631
409	0.2079913447
410	0.2078390426
411	0.2071939882
412	0.2069574134
413	0.2066215053
414	0.2062812922
415	0.206116933
416	0.2056600022
417	0.2054431302
418	0.2054270206
419	0.2048271389
420	0.2048005416
421	0.2047526598
422	0.2045329859
423	0.2043370106
424	0.2043178634
425	0.2040033571
426	0.2039819578
427	0.2034281495
428	0.2028724561
429	0.2024274714
430	0.2020611147
431	0.2018041889
432	0.2016565785
433	0.2014090197
434	0.2008822327
435	0.2003787526
436	0.2003092179
437	0.2002966839
438	0.1999273255
439	0.19981069
440	0.1993985781
441	0.1989446479
442	0.1988977902
443	0.1988685034
444	0.1988484495
445	0.1986166537
446	0.198273185
447	0.1978185955
448	0.1977347935
449	0.1975010761
450	0.1971959835
451	0.197145012
452	0.1968354103
453	0.1966523409
454	0.1964485075
455	0.1964050462
456	0.1960028788
457	0.1958912218
458	0.1955179199
459	0.1953153143
460	0.1951527402
461	0.1948768244
462	0.1945544488
463	0.1942672065
464	0.1942452926
465	0.1939798697
466	0.1936551698
467	0.1936460457
468	0.1934680676
469	0.1934335125
470	0.1931748934
471	0.1928321814
472	0.1926096101
473	0.1923209016
474	0.1923055656
475	0.1916691242
476	0.1916615404
477	0.1912752954
478	0.190878691
479	0.1908645711
480	0.1907667419
481	0.1907016736
482	0.1905180517
483	0.1901500722
484	0.189994632
485	0.1893792536
486	0.1891236226
487	0.1888004957
488	0.1886209947
489	0.1884577517
490	0.1877974907
491	0.187768775
492	0.1875434198
493	0.1873485758
494	0.1868829878
495	0.1866969182
496	0.1861536972
497	0.1856968161
498	0.1853731405
499	0.1851135877
500	0.1848626941
501	0.1847298461
502	0.1842856917
503	0.1841048818
504	0.1836180824
505	0.1833077889
506	0.1831222304
507	0.1827962001
508	0.1827220543
509	0.1826959174
510	0.1825525686
511	0.18191427
512	0.1818956743
513	0.181882363
514	0.181724767
515	0.1815068835
516	0.1812449151
517	0.1806387585
518	0.1803993389
519	0.1799810658
520	0.1799159752
521	0.1791507165
522	0.1791453433
523	0.1790550521
524	0.1785761108
525	0.1783775895
526	0.1780615011
527	0.1780562731
528	0.1778057238
529	0.1777207715
530	0.1773511499
531	0.1771501592
532	0.1769172878
533	0.1766622061
534	0.1766446225
535	0.1761779563
536	0.1759246337
537	0.1755550767
538	0.175533981
539	0.1754562354
540	0.1750723791
541	0.1745904006
542	0.1744416208
543	0.1741948477
544	0.1741541732
545	0.1741056303
546	0.1738197032
547	0.1733912161
548	0.1732534727
549	0.1730649662
550	0.1730514919
551	0.1728684562
552	0.1728549983
553	0.1725170924
554	0.1724851914
555	0.1723376688
556	0.172157617
557	0.1721381413
558	0.1718125141
559	0.1715741283
560	0.1712759147
561	0.1710855188
562	0.1709860938
563	0.1703357799
564	0.1700846452
565	0.1697835197
566	0.1695111045
567	0.1692534951
568	0.1689780631
569	0.1686432486
570	0.1686255388
571	0.1685843652
572	0.1685101358
573	0.1682884205
574	0.1679431919
575	0.1679356444
576	0.1672665785
577	0.1672620028
578	0.1671277773
579	0.1666926709
580	0.1664778756
581	0.1664644268
582	0.1663515732
583	0.1661739369
584	0.1659445633
585	0.1659386678
586	0.1656011965
587	0.1655787861
588	0.1652782029
589	0.1650006493
590	0.1648519277
591	0.1647662625
592	0.1645994969
593	0.1643896205
594	0.1642680725
595	0.1639935993
596	0.1639830789
597	0.163672462
598	0.1636483823
599	0.1633426517
600	0.1628699744
601	0.1627903189
602	0.1624225525
603	0.1622322512
604	0.16215208
605	0.161836656
606	0.1614956976
607	0.1612199069
608	0.1611881358
609	0.1610248866
610	0.160736744
611	0.1601077057
612	0.1601055508
613	0.1600984658
614	0.1600515436
615	0.1598608461
616	0.1595325124
617	0.1595265946
618	0.1590896973
619	0.158742221
620	0.158593201
621	0.158521861
622	0.1584951066
623	0.1582793329
624	0.1582694973
625	0.1580263373
626	0.15784926
627	0.1574574146
628	0.1574530544
629	0.1573187248
630	0.1572513951
631	0.157127031
632	0.1569143096
633	0.1565824303
634	0.1564178414
635	0.1561488775
636	0.1560980066
637	0.1553391433
638	0.1550195596
639	0.1549929745
640	0.1548807128
641	0.1548788073
642	0.1548232348
643	0.1548197574
644	0.1546411707
645	0.1543529855
646	0.1539105307
647	0.1537565519
648	0.153524301
649	0.1535152985
650	0.1531687736
651	0.1528704667
652	0.15280566
653	0.1526828927
654	0.1524294583
655	0.1521118899
656	0.1519206222
657	0.1516395778
658	0.1516272624
659	0.1510219528
660	0.1507161511
661	0.1504906724
662	0.1503144915
663	0.1500652478
664	0.1499192078
665	0.1498899771
666	0.1496721899
667	0.1495859259
668	0.1492240389
669	0.1491644661
670	0.1490276741
671	0.1487571119
672	0.148557485
673	0.1485506533
674	0.1485447739
675	0.1484839898
676	0.1482244234
677	0.1480797745
678	0.1478203363
679	0.1478142679
680	0.1477845601
681	0.1476260044
682	0.1474122638
683	0.1471225935
684	0.1467038915
685	0.1464579773
686	0.1462624394
687	0.1460677498
688	0.1459456183
689	0.1458387277
690	0.1456972278
691	0.1455647074
692	0.1452694832
693	0.1448736265
694	0.1446504104
695	0.1444613755
696	0.1443937534
697	0.1442333387
698	0.1439728556
699	0.1437623201
700	0.1435719908
701	0.143357043
702	0.143186811
703	0.1429585697
704	0.1426450542
705	0.1426169566
706	0.1423945813
707	0.1421260256
708	0.1421103836
709	0.1420055789
710	0.1418003678
711	0.1417439537
712	0.1416359367
713	0.1416263882
714	0.1411013823
715	0.1408263645
716	0.1408173475
717	0.1406393258
718	0.1405321372
719	0.1401998692
720	0.140195025
721	0.139990359
722	0.139972085
723	0.1394387679
724	0.1393257585
725	0.1392239618
726	0.1389814448
727	0.1389719155
728	0.1386162345
729	0.1384836047
730	0.138398453
731	0.1382078099
732	0.1379010756
733	0.1378941662
734	0.1376854605
735	0.1370622713
736	0.1367314001
737	0.1366972614
738	0.1366636221
739	0.1366247032
740	0.1364342935
741	0.1364112557
742	0.1361733441
743	0.1359697565
744	0.1359320375
745	0.135907683
746	0.135842134
747	0.1355895413
748	0.1355274419
749	0.135523461
750	0.135007377
751	0.1349913831
752	0.1347512361
753	0.1347081127
754	0.1346301687
755	0.1337999847
756	0.1337614043
757	0.1337425084
758	0.1336258747
759	0.1333859045
760	0.1332488168
761	0.1329939427
762	0.1328952048
763	0.1328897545
764	0.1327862249
765	0.1325813051
766	0.1321233041
767	0.1321230538
768	0.1320882899
769	0.1320405121
770	0.131875823
771	0.1317518459
772	0.1317241108
773	0.1316270954
774	0.131510248
775	0.131493828
776	0.1311787975
777	0.1311221198
778	0.1309695204
779	0.1309475202
780	0.1308607258
781	0.130636249
782	0.1303925763
783	0.1303514652
784	0.1301802738
785	0.130163239
786	0.1301498932
787	0.1301436479
788	0.129689005
789	0.1296818947
790	0.1295608161
791	0.1295013247
792	0.1294803948
793	0.1293717316
794	0.1293564482
795	0.1292027446
796	0.1291009808
797	0.1287044892
798	0.1285859256
799	0.1285585001
800	0.1282876736
801	0.1282716067
802	0.1282619713
803	0.1281813907
804	0.1280584949
805	0.1280050107
806	0.1278686593
807	0.1277946334
808	0.1276876083
809	0.1274809012
810	0.1271975934
811	0.1271416097
812	0.1271327246
813	0.1266198824
814	0.1266168591
815	0.1266109508
816	0.1265898679
817	0.1265821864
818	0.1263128046
819	0.1262660095
820	0.1262602038
821	0.1260818108
822	0.125918982
823	0.1258895065
824	0.1256713896
825	0.1255205704
826	0.1253899485
827	0.125215818
828	0.1251123232
829	0.1249899957
830	0.1245238149
831	0.1244276518
832	0.1241105212
833	0.1239861315
834	0.123833442
835	0.1238232693
836	0.1236716046
837	0.1235747766
838	0.1235430555
839	0.1235387675
840	0.1233851536
841	0.1231302596
842	0.1228705975
843	0.1226085247
844	0.1224204625
845	0.1223693626
846	0.1223352514
847	0.1223145382
848	0.1223132134
849	0.1222150747
850	0.1222025851
851	0.1221853573
852	0.1221498568
853	0.1217819786
854	0.1215190316
855	0.121404094
856	0.121190815
857	0.121094384
858	0.1210862002
859	0.1210828328
860	0.1210220999
861	0.1208068677
862	0.1206574691
863	0.1201273544
864	0.119992163
865	0.119972127
866	0.1198385452
867	0.1197670317
868	0.1197524342
869	0.1195338123
870	0.1195265277
871	0.1193641857
872	0.1192884473
873	0.1191561747
874	0.1191494728
875	0.1190722098
876	0.1189281384
877	0.1188637614
878	0.1188070884
879	0.1187489147
880	0.1186226922
881	0.1186191755
882	0.1185401246
883	0.1184882351
884	0.1184761043
885	0.1184459482
886	0.1184235135
887	0.1182307742
888	0.1181200677
889	0.1179822879
890	0.1177696631
891	0.117755412
892	0.1174364678
893	0.1174258023
894	0.1172578045
895	0.1172101017
896	0.1170367036
897	0.1169928987
898	0.1169218019
899	0.1166693647
900	0.1165208602
901	0.1163590138
902	0.1161918809
903	0.1159458692
904	0.115932959
905	0.1158926081
906	0.1158827612
907	0.1157696757
908	0.1157324307
909	0.1157273246
910	0.1156405035
911	0.115505816
912	0.1152864268
913	0.1152510985
914	0.1152467462
915	0.1150831069
916	0.1150347122
917	0.1150136821
918	0.1150108212
919	0.1147820007
920	0.114440231
921	0.1141921347
922	0.1140713972
923	0.1140624108
924	0.1140127634
925	0.1139769712
926	0.1139229921
927	0.1138608256
928	0.1138091988
929	0.1137113846
930	0.1135903853
931	0.1134539645
932	0.113359917
933	0.1133453523
934	0.1131753597
935	0.1130137348
936	0.1127853444
937	0.1124993213
938	0.112376245
939	0.1122801249
940	0.1122526159
941	0.1122228984
942	0.1121099436
943	0.1118084112
944	0.1117595089
945	0.1117452003
946	0.1116817486
947	0.1115983972
948	0.111532209
949	0.1115259916
950	0.1114503852
951	0.1113863372
952	0.1111635699
953	0.1110846225
954	0.1109757931
955	0.1108286215
956	0.1106923746
957	0.1105576756
958	0.1103685389
959	0.1103109881
960	0.1101837084
961	0.1101544051
962	0.1100436821
963	0.1099656448
964	0.1098692674
965	0.1096595416
966	0.1096541626
967	0.1095632298
968	0.109412178
969	0.1091780523
970	0.1091726518
971	0.1091596532
972	0.1088992046
973	0.1087713865
974	0.1086432501
975	0.1086301791
976	0.1085880943
977	0.1084824508
978	0.1084673677
979	0.1084597826
980	0.1083267451
981	0.1082601877
982	0.1082462235
983	0.108188849
984	0.1080529273
985	0.1079488501
986	0.1079022602
987	0.1076130052
988	0.1075483062
989	0.1073883223
990	0.1073599026
991	0.1072806996
992	0.1071969781
993	0.1071213547
994	0.1069959786
995	0.1069734788
996	0.1069597607
997	0.1069201977
998	0.1067064568
999	0.1065062326
